,prompton,beltzvilleCombined,fewalter,blueMarsh
2010-01-29,5422.060207595097,219.63347190813698,728.1402257722328,
2010-01-30,4679.237959745282,192.03554881190078,593.583318541173,
2010-01-31,4169.564300103802,172.48701980525578,503.3109631354521,
2010-02-01,5375.509143236156,182.1663004604527,445.030091606832,
2010-02-02,5003.966598845036,169.06081122292483,409.5925102230243,
2010-02-03,4584.993093084079,162.50806659402033,391.46165459275124,
2010-02-04,4490.131166674358,152.02367520805427,365.91363083705045,
2010-02-05,4355.743437695865,144.16038167365002,349.43103483271796,
2010-02-06,4071.157659690052,142.84983274786913,342.01386670729033,
2010-02-07,3747.046079115466,131.05489241584098,296.6867276953758,
2010-02-08,3422.9344985408807,125.94375161746416,298.33498732131636,
2010-02-09,3280.641609537974,122.14315974486823,288.4454296932095,
2010-02-10,3098.8229179662953,128.04062989060114,304.1038959483401,
2010-02-11,3233.2106457214395,123.7158184395804,303.27976607160144,
2010-02-12,3051.3919541497607,112.05193301229905,290.91781906835206,
2010-02-13,3003.9609915565748,107.72712156127831,276.08348268996014,
2010-02-14,2861.6681025536673,104.31969436236042,264.54566556344935,
2010-02-15,2671.9442509575742,101.30543183712058,250.5354589342593,
2010-02-16,2671.9442509575742,100.12593781608646,253.00784830940188,
2010-02-17,2584.9874845722684,96.32534592320938,249.71132918505737,
2010-02-18,2537.556521979082,94.75268722849722,246.4148099331762,
2010-02-19,2300.401706566454,93.31108339796954,235.70112255586736,
2010-02-20,2118.583014994776,93.44213830271633,215.92200742719032,
2010-02-21,2023.7210885850552,92.52475405061347,234.0528629299268,
2010-02-22,1992.100447264047,91.6073697985106,210.97722854936853,
2010-02-23,1905.1436821020895,100.5191024897645,224.1633054293566,
2010-02-24,2023.7210885850552,119.39100698855964,256.304367561283,
2010-02-25,2118.583014994776,119.65311677777206,253.00784830940188,
2010-02-26,2972.3403502355663,110.74138408651815,280.20413169104324,
2010-02-27,3494.0809424306603,100.25699270055209,289.2695595699481,
2010-02-28,2355.7378304074036,97.11167529084662,264.54566556344935,
2010-03-01,1392.0374577699117,82.16968682916837,189.3337987,
2010-03-02,1376.627449150175,85.98110476590675,160.2552289,
2010-03-03,1494.7708496280452,97.07905701336753,182.8718943,
2010-03-04,1489.6341803531052,104.8139934251103,150.5623723,
2010-03-05,1427.9941450792417,103.13248550725126,176.7330851,
2010-03-06,1386.9007884949713,105.48659658531473,130.6597068,
2010-03-07,1582.094232866442,114.34253827563018,173.8252282,
2010-03-08,2275.544627113928,132.27862271544515,184.8104656,
2010-03-09,3467.2519712374287,141.24666492667868,225.5204633,
2010-03-10,4289.119105307582,143.48867548382404,270.753794,
2010-03-11,6831.770550616724,146.8516913195421,344.4195041,
2010-03-12,12841.67396636838,159.18274936649368,544.7385403,
2010-03-13,18440.643817867163,292.5823772911199,1095.938985,
2010-03-14,31590.51795663028,766.7676095722308,3198.642674,
2010-03-15,21882.21243875531,593.0117917404234,2184.123685,
2010-03-16,16488.70937415246,433.82904232188605,1406.110396,
2010-03-17,13201.240839461678,341.9066096177095,993.8408955,
2010-03-18,11146.573002299006,286.9773508982564,761.8585279,
2010-03-19,9759.67221857353,246.6211609390316,624.2199643,
2010-03-20,8526.871513096265,220.83803956655575,533.1071124,
2010-03-21,7499.537596899676,195.0549181940799,473.657592,
2010-03-22,8629.60490654423,217.47502376553354,489.1661625,
2010-03-23,31333.684476984945,364.326715015684,1146.341839,
2010-03-24,13663.541098053784,279.13031408703097,989.9637529,
2010-03-25,9400.105345480231,251.10518212271396,732.7799581,
2010-03-26,8270.03803345093,247.7421663216917,665.5761524,
2010-03-27,6420.83698318419,211.86999737267013,564.1242534,
2010-03-28,5598.969849908953,198.41793399510215,491.1047338,
2010-03-29,13201.240839461678,310.5184618523702,794.8142403,
2010-03-30,24501.913927958056,364.326715015684,910.4823289,
2010-03-31,33182.88552725169,544.808564796494,1325.982781,
2010-04-01,18552.21664261065,479.39275646268294,1583.3371319296548,
2010-04-02,12853.583547374867,391.1844892830453,1178.2974009227378,
2010-04-03,9877.630701674912,334.9357392404865,932.2200473142972,
2010-04-04,7788.131901394951,292.7491766591091,777.7481320210359,
2010-04-05,6458.450844533445,262.06804012838,675.3655834302918,
2010-04-06,6002.560196914582,240.3355686334331,615.1933838821186,
2010-04-07,5458.024145047681,221.15985835118576,564.900202132874,
2010-04-08,4812.179060594337,203.26252867528822,520.8936681370307,
2010-04-09,5907.582978497341,230.10852318913453,573.8811274551665,
2010-04-10,4881.829020375032,186.6435798629239,548.7345365805442,
2010-04-11,4185.329419628466,171.30301165690938,486.76615194011595,
2010-04-12,3773.7614741336233,159.797585487561,440.0653402363988,
2010-04-13,3450.8389319069515,154.6840627654117,406.83591665510284,
2010-04-14,3210.2299787792476,147.01377865251277,385.281695826008,
2010-04-15,3007.611912626493,140.62187524488036,363.7274751358957,
2010-04-16,3089.925501725462,144.45701728154648,371.8103078425693,
2010-04-17,5255.406079874795,201.98414806893845,674.4674909536557,
2010-04-18,3995.3749837738524,145.73539796702963,621.4800314965372,
2010-04-19,3545.8161503241927,135.50835250294773,516.4032054758844,
2010-04-20,3134.2482038494813,129.11644907553193,448.148173082055,
2010-04-21,2912.6346942092523,126.43184964393066,397.85499133281047,
2010-04-22,2748.007516011315,122.85238372853449,370.0141228892969,
2010-04-23,2653.030297594074,118.63372747039675,356.5427349058583,
2010-04-24,2494.734934545207,114.28723315162402,328.7018664623448,
2010-04-25,5217.415191919978,168.7462502859431,508.32037263022823,
2010-04-26,7978.086337249565,235.2220458123671,864.8631075360864,
2010-04-27,13613.40128687385,208.3760514963542,1024.7235781061127,
2010-04-28,7914.768191638071,182.80843780647444,817.2642033557332,
2010-04-29,6053.214713207804,172.58139234239255,637.6456971878497,
2010-04-30,4989.4698681105465,161.07596617304415,528.9765008437043,
2010-05-01,3568.3057181384443,149.06856432967567,475.13447685726123,
2010-05-02,3081.958864800237,141.61513610454108,433.34444639228116,
2010-05-03,3219.4047145144114,206.21151395958745,479.6768714791325,
2010-05-04,3272.2685029918757,161.49094468567597,484.2192661010038,
2010-05-05,2812.3535438924005,144.09961217958593,439.703798891019,
2010-05-06,2394.72961541128,131.67723182358563,361.5746114510684,
2010-05-07,2114.551536644334,125.46604163597347,328.86937022983096,
2010-05-08,3177.1136838960565,122.23622274610477,310.6997917423457,
2010-05-09,2690.7668305578486,116.89459918860311,291.6217343867222,
2010-05-10,2109.2651581238215,112.42254226121196,278.90302938924657,
2010-05-11,1823.8007000182788,111.0560804276269,268.90976127736565,
2010-05-12,4329.544270905001,165.21765879824326,412.4494311597911,
2010-05-13,3790.333629089329,124.0995798023884,436.0698831372859,
2010-05-14,3721.610704232242,116.14925637377927,386.1035424372915,
2010-05-15,3346.277806369476,109.6896185748178,356.12373796105885,
2010-05-16,2600.898389982542,101.11817612744744,312.51674961921225,
2010-05-17,2241.424628499399,99.13059527510116,295.2556499998653,
2010-05-18,2225.5654921197765,106.95669490764767,266.18432453236085,
2010-05-19,3124.2498954185917,112.42254226121196,352.4898222073258,
2010-05-20,2347.1522054543284,97.01879060746822,342.4965540954449,
2010-05-21,1940.101034832318,90.68337662379342,297.98108688546006,
2010-05-22,1728.6458809224591,88.69579577144714,248.01474604487564,
2010-05-23,1681.0684717835913,94.41009073636071,283.44542401111784,
2010-05-24,1554.1953791104427,90.43492903166815,251.64866179860866,
2010-05-25,1411.4631508757552,84.34796264011862,265.2758456642226,
2010-05-26,1326.8810888209614,81.11814375024991,190.87142180858294,
2010-05-27,1215.867133345519,75.65229639668561,190.59887817625943,
2010-05-28,1284.5900582026065,74.03738695175126,188.60022449764725,
2010-05-29,1210.5807548250061,76.52186302679613,195.3229684592864,
2010-05-30,1141.8578299679189,85.71442449292772,227.30142661413126,
2010-05-31,1004.4119802537443,75.03117737792441,194.5961853928938,
2010-06-01,1889.8667432271193,72.0647739834416,152.56471440207136,
2010-06-02,1871.2473661413826,72.77013883035777,193.27203327375653,
2010-06-03,1601.2664019999638,67.00965934726995,142.91427247733748,
2010-06-04,1554.7179614466781,66.42185531726957,136.50988813540832,
2010-06-05,1657.124533257173,64.07063919726812,132.12332366736422,
2010-06-06,2010.8926921233506,61.1316190472663,131.2460107601787,
2010-06-07,1917.795808135372,58.310159714180294,128.61407203862217,
2010-06-08,1591.9567141774473,55.37113956417847,119.92867426563157,
2010-06-09,2383.280226634561,73.24038204344232,137.12400729534374,
2010-06-10,4431.411672929385,91.93255018653817,227.2240427438212,
2010-06-11,2299.4930319098025,65.7164904703534,218.88957009840541,
2010-06-12,1778.1504821534043,61.1316190472663,180.81418992112341,
2010-06-13,3500.442834490303,82.76280732217107,159.6709488633832,
2010-06-14,3128.055298538389,83.9384153821718,191.25421360352186,
2010-06-15,2159.847705927835,65.36380805599175,179.67368323953443,
2010-06-16,1750.2214172451515,61.36674066290502,136.50988813540832,
2010-06-17,1685.0535981654257,81.46963846344742,221.0828523663692,
2010-06-18,1545.4082721834582,64.54088241035267,215.8189749775629,
2010-06-19,1387.1435698361056,58.89796374418066,172.56744864245567,
2010-06-20,1303.356374246925,53.490166657261554,146.33579279363826,
2010-06-21,1359.214504639712,51.726754585453364,125.54347686347285,
2010-06-22,1415.072634888429,50.433585708536825,104.57569841703844,
2010-06-23,1712.9826630736789,49.49309926417482,173.88341805754072,
2010-06-24,1424.3823232872267,46.20139669981136,156.7758163402698,
2010-06-25,1405.762946489631,43.73261978108699,138.0890513792036,
2010-06-26,1415.072634888429,43.37993736672535,109.22545680882965,
2010-06-27,1238.1885555994104,43.02725495236372,116.33169135160163,
2010-06-28,1731.602040159415,42.08676848980881,112.03285811453863,
2010-06-29,1377.833881437308,41.26384286236262,108.699069069949,
2010-06-30,1051.9947877675238,40.08823480236189,101.85602839661733,
2010-07-01,810.9123268053672,48.78429423455879,206.32194755237163,
2010-07-02,826.0695665762761,48.05179732338108,198.92689566016028,
2010-07-03,780.5978472635497,47.46579978537042,192.6411015689467,
2010-07-04,747.2519198379193,47.319300412203376,188.3889467366472,
2010-07-05,731.3368181253777,45.70780719400967,167.49792514687212,
2010-07-06,715.4217162955546,43.36381708730949,140.32110949449367,
2010-07-07,697.2330286408329,42.04532266079235,136.06895466219416,
2010-07-08,710.1166824695617,40.43382944259865,131.07729462922947,
2010-07-09,644.1826894426522,41.45932512278169,125.71588202454232,
2010-07-10,668.4342730995627,46.000805963015,123.31249016529569,
2010-07-11,622.9625537868362,44.975310282831956,125.34612942420974,
2010-07-12,588.1009023606588,41.60582449594874,124.2368716518221,
2010-07-13,642.6669655593867,50.83528557225364,149.9346769314803,
2010-07-14,780.5978472635497,168.47428936683227,190.23770970970003,
2010-07-15,773.0192273780954,65.77822254214195,212.422865357724,
2010-07-16,871.5412857717208,51.12828434125897,192.82597785480792,
2010-07-17,1061.0067826735176,47.02630164319804,176.5568637262751,
2010-07-18,713.9059924122889,44.82881090966491,156.40534733716527,
2010-07-19,810.9123268053672,57.427757772853035,148.45566655876007,
2010-07-20,1212.5791804998867,60.79724355973626,156.40534733716527,
2010-07-21,833.6481864617305,46.293804732020334,154.5565843641124,
2010-07-22,886.6985255426296,42.484820802964734,141.98499615307512,
2010-07-23,3236.070687805141,41.312825749614646,139.76648060829987,
2010-07-24,5395.977351641195,41.01982698060931,142.16987246754653,
2010-07-25,4107.6119734595795,40.72682821160397,143.09425395407294,
2010-07-26,2440.31559983243,41.75232389178702,162.136512542185,
2010-07-27,1576.3529347671342,37.064343655715426,146.05227469951342,
2010-07-28,1303.5226181870871,35.89234860236534,134.95969686119636,
2010-07-29,1288.3653793544306,37.50384179788781,148.8254191590927,
2010-07-30,1091.321262215335,35.30635108702591,146.05227469951342,
2010-07-31,970.0633441653463,33.548358495665155,135.32944946152898,
2010-08-01,692.9908561529681,46.662206399386726,99.59095321207644,
2010-08-02,709.6226367212299,48.22412125351897,98.88161593757921,
2010-08-03,665.2712219583258,46.27172767830019,95.05119467285766,
2010-08-04,632.0076608218022,44.905052169604254,94.19998993028833,
2010-08-05,604.28802662716,43.34313731547201,93.20691776355574,
2010-08-06,576.5683923467236,41.19550439481691,90.22770119749468,
2010-08-07,543.8592239472852,40.024068231557294,85.6879426582759,
2010-08-08,527.7818360303145,38.852632098511585,82.85059356028695,
2010-08-09,513.9220189758903,37.876435310902195,81.57378647936459,
2010-08-10,513.9220189758903,38.26691403198873,80.72258173679525,
2010-08-11,504.4973433033831,37.876435310902195,80.72258173679525,
2010-08-12,748.4301247138408,39.047871443947905,85.82981010439357,
2010-08-13,787.2376126206576,44.51457344851772,117.04065016031761,
2010-08-14,620.9198071096276,40.024068231557294,124.41775779752533,
2010-08-15,704.0787098651427,43.14789797003569,143.85359910118606,
2010-08-16,1641.0023473427746,56.814652966353286,174.21323441454075,
2010-08-17,2195.395032093561,43.928855381994865,155.77046529956704,
2010-08-18,1031.1703940311154,40.21930760720752,140.87438255707946,
2010-08-19,803.8693931889195,38.26691403198873,132.50420270923027,
2010-08-20,704.0787098651427,34.947844948074014,124.41775779752533,
2010-08-21,637.5515876778894,33.776408815028304,117.18251760643527,
2010-08-22,4551.5639433568285,41.781222461339766,445.46380781344993,
2010-08-23,6042.8802662716,44.70981282416794,639.8222208500575,
2010-08-24,6430.955145339767,48.22412125351897,517.8162097243504,
2010-08-25,3914.0123557647335,41.585983115903446,364.17375640195615,
2010-08-26,3342.9878906172726,40.60978632829405,225.00178328610653,
2010-08-27,2417.152106337052,38.852632098511585,201.4517857157167,
2010-08-28,1957.0061774533967,38.07167465633851,171.5177527626695,
2010-08-29,1679.8098355069735,37.09547789894302,146.83281564529273,
2010-08-30,1452.5088347505716,36.11928111133363,133.21353998372751,
2010-08-31,1324.9985172321524,32.604972681982595,130.09245599350322,
2010-09-01,784.6945543647937,110.33509587111509,56.41242534,
2010-09-02,718.0695450589528,113.63854175548543,54.15075881,
2010-09-03,658.8473146921613,114.2992310141545,52.59990175,
2010-09-04,621.8334205697162,120.24543372871358,50.72594948,
2010-09-05,588.5209156303949,127.51301496061079,49.82128286,
2010-09-06,551.5070217943505,120.24543372871358,49.49818764,
2010-09-07,540.402853557617,114.2992310141545,49.11047338,
2010-09-08,521.8959064963944,103.72820389788694,48.46428294,
2010-09-09,518.19451708415,102.40682548279257,48.52890199,
2010-09-10,518.19451708415,111.65647418396574,42.64856899,
2010-09-11,518.19451708415,112.31716344263478,35.08814085,
2010-09-12,499.68757008020754,126.85232570194172,36.50975982,
2010-09-13,669.9514828143344,122.88819055890234,37.15595026,
2010-09-14,947.5556881598714,109.01371745602071,34.11885519,
2010-09-15,677.3542617533839,99.76406867305256,31.98642674,
2010-09-16,577.4167475082218,103.0675146392179,31.59871248,
2010-09-17,573.7153583250979,123.54887971532766,32.50337909,
2010-09-18,514.4931276719054,107.69233904092633,32.05104579,
2010-09-19,462.6736759577624,99.76406867305256,31.46947439,
2010-09-20,451.56950777830906,89.85373073365908,31.27561726,
2010-09-21,547.8056323821061,84.56821715507655,30.95252204,
2010-09-22,525.5972959086389,81.92546036578531,31.85718865,
2010-09-23,662.5487038752851,76.63994679742716,34.5711885,
2010-09-24,581.1181372641472,73.33650081081309,33.08495049,
2010-09-25,695.8612088146064,67.39029804513213,32.50337909,
2010-09-26,669.9514828143344,63.29402502991017,31.27561726,
2010-09-27,647.7431465699881,69.37236563710057,33.86037902,
2010-09-28,777.2917754257444,142.70886647858677,64.2959487,
2010-09-29,743.9792710592246,122.88819055890234,54.47385403,
2010-09-30,18432.919248920003,1572.4402873789372,1377.678016,
2010-10-01,63650.25268213651,573.81711,11148.969208244052,
2010-10-02,11338.78818130758,234.5671294,3413.1335462827087,
2010-10-03,6225.899030548656,119.5452313,1517.4485551971607,
